service_module,source_file,service_symbols,public_method_count,public_function_count,router_references,collection_references,persistence_helpers,model_imports,external_io_markers,static_reference_count,notes
after_sales_workflow_service,backend/services/after_sales_workflow_service.py,AfterSalesWorkflowError@108;AfterSalesWorkflowService@112,18,0,backend/routers/agency_after_sales_workflows.py;backend/routers/platform_after_sales_workflows.py,after_sales_case_items;after_sales_cases;after_sales_communication_records;after_sales_decisions;after_sales_financial_impacts;after_sales_resolutions;emd_workspaces;operational_workflow_events;operational_workflow_instances;ticket_workspaces,collection(;Database,AfterSalesCase;AfterSalesCaseCreate;AfterSalesCaseItem;AfterSalesCaseItemCreate;AfterSalesCaseUpdate;AfterSalesCommunicationRecord;AfterSalesCommunicationRecordCreate;AfterSalesDecision;AfterSalesDecisionCreate;AfterSalesFinancialImpact;AfterSalesFinancialImpactCreate;AfterSalesResolution;AfterSalesResolutionCreate;OperationalDeadlineCreate;OperationalTaskAutomationRunRequest;OperationalTimelineCreate;OperationalWorkItemGenerateRequest;OperationalWorkflowEvent;OperationalWorkflowInstance;new_id,provider,2,external markers are lexical and require manual interpretation
agency_feature_bundle_assignment_service,backend/services/agency_feature_bundle_assignment_service.py,AgencyFeatureBundleAssignmentService@26,9,0,backend/routers/agency_feature_bundle_assignments.py;backend/routers/platform_feature_bundle_assignments.py,agency_feature_bundle_assignment_history;agency_feature_bundle_assignments,collection(;Database,AgencyFeatureBundleAssignment;AgencyFeatureBundleAssignmentCreate;AgencyFeatureBundleAssignmentHistory;AgencyFeatureBundleAssignmentUpdate;new_id;now_utc,provider,2,external markers are lexical and require manual interpretation
agency_feature_flag_audit_service,backend/services/agency_feature_flag_audit_service.py,AgencyFeatureFlagAuditService@27;readiness_label@202,8,1,backend/routers/agency_feature_flag_readiness.py;backend/routers/platform_feature_flag_audits.py,agency_feature_flag_audits;agency_feature_flag_readiness,collection(;Database,AgencyFeatureFlagAudit;AgencyFeatureFlagReadiness;now_utc,provider,2,external markers are lexical and require manual interpretation
agency_feature_flag_bundle_service,backend/services/agency_feature_flag_bundle_service.py,AgencyFeatureFlagBundleService@137,11,0,backend/routers/agency_feature_flag_bundles.py;backend/routers/platform_feature_flag_bundles.py,agency_feature_flag_bundle_reviews;agency_feature_flag_bundles,collection(;Database,BundleReadiness;FeatureFlagBundle;FeatureFlagBundleMember;FeatureFlagBundleReview;FeatureFlagBundleSummary,provider,2,external markers are lexical and require manual interpretation
agency_feature_flag_service,backend/services/agency_feature_flag_service.py,AgencyFeatureFlagService@31,10,0,backend/routers/agency_feature_flags.py;backend/routers/platform_feature_flags.py,agency_feature_flag_reviews;agency_feature_flag_snapshots;agency_feature_flags,collection(;Database,AgencyFeatureFlag;AgencyFeatureFlagCreateRequest;AgencyFeatureFlagReview;AgencyFeatureFlagReviewCreateRequest;AgencyFeatureFlagSnapshot;AgencyFeatureFlagSnapshotCreateRequest;AgencyFeatureFlagUpdateRequest;now_utc,provider,2,external markers are lexical and require manual interpretation
agent_work_queue_service,backend/services/agent_work_queue_service.py,AgentWorkQueueError@197;AgentWorkQueueService@201,22,0,backend/routers/agency_agent_work_queues.py;backend/routers/platform_agent_work_queues.py,booking_workspaces;document_workspaces;offer_workspaces_v2;operational_assignment_events;operational_queue_definitions;operational_queue_views;operational_work_items;operational_workflow_events;operational_workflow_instances;pilot_readiness_issues;request_tasks;travel_request_workspaces;travel_requests,collection(;Database,OperationalAssignmentEvent;OperationalBulkAssignmentRequest;OperationalQueueDefinition;OperationalQueueDefinitionCreate;OperationalQueueDefinitionUpdate;OperationalQueueView;OperationalQueueViewCreate;OperationalQueueViewUpdate;OperationalWorkItem;OperationalWorkItemActionRequest;OperationalWorkItemCreate;OperationalWorkItemGenerateRequest;OperationalWorkItemUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
airline_capability_matrix_service,backend/services/airline_capability_matrix_service.py,AirlineCapabilityMatrixError@29;AirlineCapabilityMatrixService@33,14,0,backend/routers/agency_airline_capability_matrix.py;backend/routers/platform_airline_capability_matrix.py,agencies;airline_capability_matrix,collection(;Database,AirlineCapabilityMatrixCreate;AirlineCapabilityMatrixRecord;AirlineCapabilityMatrixUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
airline_contact_communication_intelligence_service,backend/services/airline_contact_communication_intelligence_service.py,AirlineContactCommunicationIntelligenceError@172;payload_dict@176;_SafeTemplateValues@182;AirlineContactCommunicationIntelligenceService@187,14,1,backend/routers/agency_airline_contact_directory.py;backend/routers/platform_airline_contact_intelligence.py,after_sales_cases;after_sales_communication_records;airline_communication_requirements;airline_communication_templates;airline_contact_availabilities;airline_contact_channels;airline_contact_escalation_paths;airline_contact_scopes;airline_contact_verifications;airline_contacts;airline_supplier_interactions;audit_events;booking_workspaces;document_workspaces;emd_workspaces;operational_deadlines;operational_work_items;operational_workflow_instances;passenger_service_workflows;passenger_workspaces;request_tasks;ssr_osi_operational_workspaces;ticket_workspaces;travel_request_workspaces;trip_workspaces,collection(;Database,AirlineCommunicationRequirement;AirlineCommunicationTemplate;AirlineContactAvailability;AirlineContactChannel;AirlineContactDirectoryEntry;AirlineContactEscalationPath;AirlineContactScope;AirlineContactVerification;AirlineSupplierInteractionRecord;AuditEvent;OperationalTimelineCreate,provider,2,external markers are lexical and require manual interpretation
airline_distribution_capability_service,backend/services/airline_distribution_capability_service.py,AirlineDistributionCapabilityError@164;payload_dict@168;AirlineDistributionCapabilityService@174,10,1,backend/routers/agency_airline_distribution_capabilities.py;backend/routers/platform_airline_distribution_capabilities.py,airline_distribution_capabilities;airline_distribution_channels;airline_distribution_evidence_links;airline_distribution_profiles;airline_distribution_restrictions;airline_fulfillment_capabilities;airline_gds_participations;airline_ndc_capabilities;airline_profiles;airline_pss_profiles;airline_servicing_capabilities;audit_events,collection(;Database,AirlineDistributionCapability;AirlineDistributionChannel;AirlineDistributionEvidenceLink;AirlineDistributionRestriction;AirlineFulfillmentCapability;AirlineGdsParticipation;AirlineNdcCapability;AirlinePssProfile;AirlineServicingCapability;AuditEvent,provider,2,external markers are lexical and require manual interpretation
airline_fare_family_brand_intelligence_service,backend/services/airline_fare_family_brand_intelligence_service.py,AirlineFareFamilyBrandIntelligenceError@97;payload_dict@101;AirlineFareFamilyBrandIntelligenceService@107,15,1,backend/routers/agency_airline_fare_brand_intelligence.py;backend/routers/platform_airline_fare_brand_intelligence.py,airline_ancillaries;airline_baggage_allowance_rules;airline_baggage_exceptions;airline_baggage_responsibility_rules;airline_booking_class_mappings;airline_brand_comparison_profiles;airline_commercial_bundles;airline_fare_brand_attributes;airline_fare_families;airline_fare_family_evidence_links;airline_fare_rules;airline_profiles;airline_rbd_matrix_rows;audit_events,collection(;Database,AirlineBaggageAllowanceRule;AirlineBaggageException;AirlineBookingClassMapping;AirlineBrandComparisonProfile;AirlineCommercialBundle;AirlineFareBrandAttribute;AirlineFareFamily;AirlineFareFamilyEvidenceLink;AuditEvent,provider,2,external markers are lexical and require manual interpretation
airline_intelligence_agency_consumption_service,backend/services/airline_intelligence_agency_consumption_service.py,AirlineIntelligenceAgencyConsumptionService@41,13,0,backend/routers/agency_airline_intelligence_agency_consumption.py;backend/routers/platform_airline_intelligence_agency_consumption.py,airline_intelligence_agency_consumption_notes;airline_intelligence_agency_consumption_profiles;airline_intelligence_agency_consumption_snapshots;airline_intelligence_agency_knowledge_assignment_views;airline_intelligence_agency_usage_readiness,collection(;Database,AirlineIntelligenceAgencyConsumptionNote;AirlineIntelligenceAgencyConsumptionNoteCreateRequest;AirlineIntelligenceAgencyConsumptionProfile;AirlineIntelligenceAgencyConsumptionProfileCreateRequest;AirlineIntelligenceAgencyConsumptionProfileUpdateRequest;AirlineIntelligenceAgencyConsumptionSnapshot;AirlineIntelligenceAgencyConsumptionSnapshotCreateRequest;AirlineIntelligenceAgencyKnowledgeAssignmentView;AirlineIntelligenceAgencyUsageReadiness;AirlineIntelligenceAgencyUsageReadinessRequest;now_utc,provider,2,external markers are lexical and require manual interpretation
airline_intelligence_data_pack_review_service,backend/services/airline_intelligence_data_pack_review_service.py,AirlineIntelligenceDataPackReviewService@62,20,0,backend/routers/agency_airline_intelligence_data_pack_reviews.py;backend/routers/platform_airline_intelligence_data_pack_reviews.py,aircraft_configurations;aircraft_seatmaps;aircraft_tail_numbers;airline_ancillaries;airline_brand_assets;airline_contacts;airline_distribution_profiles;airline_exception_rules;airline_fare_families;airline_fare_rules;airline_fleet_types;airline_gds_parameters;airline_intelligence_data_pack_conflicts;airline_intelligence_data_pack_field_mappings;airline_intelligence_data_pack_promotion_readiness;airline_intelligence_data_pack_review_checklist_items;airline_intelligence_data_pack_review_snapshots;airline_intelligence_data_pack_reviews;airline_intelligence_profiles;airline_interline_agreements;airline_pss_parameters;airline_rbd_matrix_rows;airline_routes,collection(;Database,AirlineIntelligenceDataPackChecklistItemCreateRequest;AirlineIntelligenceDataPackChecklistItemUpdateRequest;AirlineIntelligenceDataPackConflict;AirlineIntelligenceDataPackConflictUpdateRequest;AirlineIntelligenceDataPackFieldMapping;AirlineIntelligenceDataPackFieldMappingCreateRequest;AirlineIntelligenceDataPackFieldMappingUpdateRequest;AirlineIntelligenceDataPackPromotionReadiness;AirlineIntelligenceDataPackPromotionReadinessRequest;AirlineIntelligenceDataPackReview;AirlineIntelligenceDataPackReviewChecklistItem;AirlineIntelligenceDataPackReviewCreateRequest;AirlineIntelligenceDataPackReviewSnapshot;AirlineIntelligenceDataPackReviewSnapshotCreateRequest;AirlineIntelligenceDataPackReviewUpdateRequest;now_utc,provider,2,external markers are lexical and require manual interpretation
airline_intelligence_data_pack_service,backend/services/airline_intelligence_data_pack_service.py,slugify@68;normalize_code@73;normalize_codes@80;safe_float@84;bool_value@91;parse_date_value@105;AirlineIntelligenceDataPackService@113,22,6,backend/routers/agency_airline_intelligence_data_packs.py;backend/routers/platform_airline_intelligence_data_packs.py,airline_intelligence_coverage_snapshots;airline_intelligence_data_pack_import_runs;airline_intelligence_data_pack_items;airline_intelligence_data_pack_review_notes;airline_intelligence_data_pack_validation_issues;airline_intelligence_data_packs;airline_profiles,collection(;Database,AirlineIntelligenceCoverageSnapshot;AirlineIntelligenceCoverageSnapshotCreateRequest;AirlineIntelligenceDataPack;AirlineIntelligenceDataPackCreateRequest;AirlineIntelligenceDataPackImportRun;AirlineIntelligenceDataPackImportRunCreateRequest;AirlineIntelligenceDataPackInlineCsvRequest;AirlineIntelligenceDataPackInlineJsonRequest;AirlineIntelligenceDataPackIssueStatus;AirlineIntelligenceDataPackItem;AirlineIntelligenceDataPackItemCreateRequest;AirlineIntelligenceDataPackItemUpdateRequest;AirlineIntelligenceDataPackReviewNote;AirlineIntelligenceDataPackReviewNoteCreateRequest;AirlineIntelligenceDataPackUpdateRequest;AirlineIntelligenceDataPackValidationIssue;AirlineIntelligenceDataPackValidationIssueAcknowledgeRequest;now_utc,provider,2,external markers are lexical and require manual interpretation
airline_intelligence_knowledge_version_service,backend/services/airline_intelligence_knowledge_version_service.py,AirlineIntelligenceKnowledgeVersionService@49,29,0,backend/routers/agency_airline_intelligence_knowledge_versions.py;backend/routers/platform_airline_intelligence_knowledge_versions.py,airline_intelligence_knowledge_release_assignments;airline_intelligence_knowledge_release_channels;airline_intelligence_knowledge_rollback_plans;airline_intelligence_knowledge_version_comparisons;airline_intelligence_knowledge_version_items;airline_intelligence_knowledge_version_snapshots;airline_intelligence_knowledge_versions,collection(;Database,AirlineIntelligenceKnowledgeReleaseAssignment;AirlineIntelligenceKnowledgeReleaseAssignmentCreateRequest;AirlineIntelligenceKnowledgeReleaseAssignmentUpdateRequest;AirlineIntelligenceKnowledgeReleaseChannel;AirlineIntelligenceKnowledgeReleaseChannelCreateRequest;AirlineIntelligenceKnowledgeReleaseChannelUpdateRequest;AirlineIntelligenceKnowledgeRollbackPlan;AirlineIntelligenceKnowledgeRollbackPlanCreateRequest;AirlineIntelligenceKnowledgeRollbackPlanUpdateRequest;AirlineIntelligenceKnowledgeVersion;AirlineIntelligenceKnowledgeVersionComparison;AirlineIntelligenceKnowledgeVersionComparisonCreateRequest;AirlineIntelligenceKnowledgeVersionCreateRequest;AirlineIntelligenceKnowledgeVersionItem;AirlineIntelligenceKnowledgeVersionItemCreateRequest;AirlineIntelligenceKnowledgeVersionItemUpdateRequest;AirlineIntelligenceKnowledgeVersionSnapshot;AirlineIntelligenceKnowledgeVersionSnapshotCreateRequest;AirlineIntelligenceKnowledgeVersionUpdateRequest;now_utc,provider,2,external markers are lexical and require manual interpretation
airline_intelligence_scale_readiness_service,backend/services/airline_intelligence_scale_readiness_service.py,AirlineIntelligenceScaleReadinessError@155;AirlineIntelligenceScaleReadinessService@159,20,0,backend/routers/agency_airline_intelligence_readiness.py;backend/routers/platform_airline_intelligence_readiness.py,airline_baggage_allowance_rules;airline_contacts;airline_distribution_capabilities;airline_evidence_assertions;airline_evidence_conflicts;airline_evidence_freshness_assessments;airline_fare_families;airline_identity_aliases;airline_intelligence_agency_consumption_profiles;airline_intelligence_agency_usage_readiness;airline_intelligence_population_waves;airline_intelligence_readiness_assessments;airline_intelligence_readiness_checks;airline_intelligence_readiness_profiles;airline_intelligence_release_candidates;airline_intelligence_release_decisions;airline_intelligence_release_gates;airline_intelligence_scale_issues;airline_knowledge_change_sets;airline_knowledge_publications;airline_knowledge_versions;airline_master_profiles;airline_profiles;airline_service_coverage_cells;airline_service_responsibility_rules;audit_events;knowledge_quality_assurance_reviews;operational_rule_composer_rules;operational_scenario_tests;pricing_formula_builders,collection(;Database,AirlineIntelligencePopulationWave;AirlineIntelligenceReadinessAssessment;AirlineIntelligenceReadinessCheck;AirlineIntelligenceReadinessProfile;AirlineIntelligenceReleaseCandidate;AirlineIntelligenceReleaseDecision;AirlineIntelligenceReleaseGate;AirlineIntelligenceScaleIssue;AuditEvent,provider,2,external markers are lexical and require manual interpretation
airline_intelligence_service,backend/services/airline_intelligence_service.py,clean_payload@10;write_airline_intelligence_audit@14;AirlineIntelligenceService@33,5,2,backend/routers/platform_airline_intelligence.py,airline_intelligence_profiles;airline_profiles;audit_events,collection(;Database,AirlineIntelligenceProfile;AirlineIntelligenceProfileCreate;AirlineIntelligenceProfileUpdate;AuditEvent,,1,external markers are lexical and require manual interpretation
airline_knowledge_acquisition_service,backend/services/airline_knowledge_acquisition_service.py,AirlineKnowledgeAcquisitionError@99;AirlineKnowledgeAcquisitionService@103,14,0,backend/routers/agency_airline_knowledge_acquisition.py;backend/routers/platform_airline_knowledge_acquisition.py,agencies;airline_knowledge_acquisitions,collection(;Database,AirlineKnowledgeAcquisition;AirlineKnowledgeAcquisitionCreate;AirlineKnowledgeAcquisitionUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
airline_knowledge_governance_service,backend/services/airline_knowledge_governance_service.py,AirlineKnowledgeGovernanceError@82;AirlineKnowledgeGovernanceService@86,21,0,backend/routers/agency_airline_knowledge_governance.py;backend/routers/platform_airline_knowledge_governance.py,agencies;airline_knowledge_releases;airline_knowledge_versions,collection(;Database,AirlineKnowledgeRelease;AirlineKnowledgeReleaseCreate;AirlineKnowledgeReleaseUpdate;AirlineKnowledgeVersion;AirlineKnowledgeVersionCreate;AirlineKnowledgeVersionUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
airline_knowledge_normalisation_service,backend/services/airline_knowledge_normalisation_service.py,AirlineKnowledgeNormalisationError@54;AirlineKnowledgeNormalisationService@58,14,0,backend/routers/agency_airline_knowledge_normalisation.py;backend/routers/platform_airline_knowledge_normalisation.py,agencies;airline_knowledge_normalisations,collection(;Database,AirlineKnowledgeNormalisation;AirlineKnowledgeNormalisationCreate;AirlineKnowledgeNormalisationUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
airline_knowledge_publishing_service,backend/services/airline_knowledge_publishing_service.py,AirlineKnowledgePublishingError@35;AirlineKnowledgePublishingService@39,12,0,backend/routers/agency_airline_knowledge_publishing.py;backend/routers/platform_airline_knowledge_publishing.py,airline_knowledge_publications,collection(;Database,AirlineKnowledgePublication;AirlineKnowledgePublicationCreate;AirlineKnowledgePublicationUpdate,provider,2,external markers are lexical and require manual interpretation
airline_knowledge_versioning_service,backend/services/airline_knowledge_versioning_service.py,AirlineKnowledgeVersioningError@137;payload_dict@141;json_copy@147;stable_json@151;snapshot_hash@155;scalar_type@159;AirlineKnowledgeVersioningService@173,14,5,backend/routers/agency_airline_knowledge_versioning.py;backend/routers/platform_airline_knowledge_versioning.py,after_sales_cases;airline_baggage_allowance_rules;airline_baggage_exceptions;airline_baggage_responsibility_rules;airline_booking_class_mappings;airline_brand_comparison_profiles;airline_capability_matrix;airline_carrier_relationships;airline_codeshare_rules;airline_commercial_bundles;airline_communication_requirements;airline_communication_templates;airline_contact_availabilities;airline_contact_channels;airline_contact_escalation_paths;airline_contact_scopes;airline_contacts;airline_distribution_capabilities;airline_distribution_channels;airline_distribution_profiles;airline_distribution_restrictions;airline_evidence_assertions;airline_fare_brand_attributes;airline_fare_families;airline_fulfillment_capabilities;airline_gds_participations;airline_intelligence_agency_knowledge_assignment_views;airline_interline_agreement_profiles;airline_interline_emd_rules;airline_knowledge_change_reviews;airline_knowledge_change_sets;airline_knowledge_field_changes;airline_knowledge_impact_assessments;airline_knowledge_publications;airline_knowledge_releases;airline_knowledge_revalidation_requests;airline_knowledge_version_items;airline_knowledge_versions;airline_master_profiles;airline_ndc_capabilities;airline_operating_carrier_policy_rules;airline_policy_comparison_rows;airline_policy_comparison_snapshots;airline_policy_extracted_communication_rules;airline_policy_extracted_emd_rules;airline_pss_profiles;airline_recommendations;airline_service_desk_summaries;airline_service_responsibility_rules;airline_servicing_capabilities;airline_through_check_rules;airline_validating_carrier_rules;audit_events;booking_readiness_packages;intelligent_offer_builder_packages;offer_booking_handoffs;offer_workspaces_v2;operational_intelligence_cases;operational_rule_composer_rules;operational_scenario_tests;passenger_service_workflows;pricing_formula_builders;ssr_osi_templates;trip_workspaces;visual_policy_editor_cards,collection(;Database,AirlineKnowledgeChangeReview;AirlineKnowledgeChangeSet;AirlineKnowledgeFieldChange;AirlineKnowledgeImpactAssessment;AirlineKnowledgeRevalidationRequest;AirlineKnowledgeVersion;AirlineKnowledgeVersionItem;AuditEvent;new_id,requests.,2,external markers are lexical and require manual interpretation
airline_master_profile_intelligence_service,backend/services/airline_master_profile_intelligence_service.py,AirlineMasterProfileError@54;normalize_identity@58;payload_dict@62;effective_now@68;AirlineMasterProfileIntelligenceService@79,20,3,backend/routers/agency_airline_master_profiles.py;backend/routers/platform_airline_master_profiles.py,airline_capability_matrix;airline_contacts;airline_distribution_summaries;airline_group_relationships;airline_hub_assignments;airline_identity_aliases;airline_intelligence_profiles;airline_master_profiles;airline_operational_classifications;airline_profile_evidence_links;airline_profile_revisions;airline_profiles;airline_routes;airline_service_desk_summaries;audit_events,collection(;Database,AirlineDistributionSummary;AirlineGroupRelationship;AirlineHubAssignment;AirlineIdentityAlias;AirlineMasterProfile;AirlineMasterProfileCreate;AirlineMasterProfileUpdate;AirlineOperationalClassification;AirlineProfileEvidenceLink;AirlineProfileRevision;AirlineServiceDeskSummary;AuditEvent,provider,2,external markers are lexical and require manual interpretation
airline_operational_intelligence_service,backend/services/airline_operational_intelligence_service.py,AirlineOperationalIntelligenceService@67,9,0,backend/routers/agency_airline_operational_intelligence.py;backend/routers/platform_airline_operational_intelligence.py,airline_operational_intelligence_architecture,collection(;Database,AirlineOperationalIntelligenceArchitecture,provider,2,external markers are lexical and require manual interpretation
airline_policy_evidence_governance_service,backend/services/airline_policy_evidence_governance_service.py,AirlinePolicyEvidenceGovernanceError@156;payload_dict@160;parse_date@166;stable_value@176;AirlinePolicyEvidenceGovernanceService@180,22,3,backend/routers/agency_airline_policy_evidence_governance.py;backend/routers/platform_airline_policy_evidence_governance.py,airline_baggage_allowance_rules;airline_baggage_exceptions;airline_baggage_responsibility_rules;airline_booking_class_mappings;airline_brand_comparison_profiles;airline_capability_matrix;airline_carrier_relationships;airline_codeshare_rules;airline_commercial_bundles;airline_communication_requirements;airline_communication_templates;airline_contact_availabilities;airline_contact_channels;airline_contact_escalation_paths;airline_contact_scopes;airline_contact_verifications;airline_contacts;airline_distribution_capabilities;airline_distribution_channels;airline_distribution_profiles;airline_distribution_restrictions;airline_evidence_access_classifications;airline_evidence_artifacts;airline_evidence_assertions;airline_evidence_conflicts;airline_evidence_freshness_assessments;airline_evidence_links;airline_evidence_reviews;airline_evidence_sources;airline_fare_brand_attributes;airline_fare_families;airline_fulfillment_capabilities;airline_gds_parameters;airline_gds_participations;airline_interline_agreement_profiles;airline_interline_agreements;airline_interline_emd_rules;airline_knowledge_acquisitions;airline_knowledge_items;airline_knowledge_publications;airline_knowledge_sources;airline_master_profiles;airline_ndc_capabilities;airline_operating_carrier_policy_rules;airline_policy_sources;airline_profiles;airline_pss_parameters;airline_pss_profiles;airline_service_responsibility_rules;airline_servicing_capabilities;airline_through_check_rules;airline_validating_carrier_rules;audit_events;operational_rule_composer_rules;pricing_formula_builders;visual_policy_editor_cards,collection(;Database,AirlineEvidenceAccessClassification;AirlineEvidenceArtifact;AirlineEvidenceAssertion;AirlineEvidenceConflict;AirlineEvidenceFreshnessAssessment;AirlineEvidenceLink;AirlineEvidenceReview;AirlineEvidenceSource;AirlineEvidenceSourceCreate;AirlineEvidenceSourceUpdate;AuditEvent;new_id,provider,2,external markers are lexical and require manual interpretation
airline_policy_ingestion_service,backend/services/airline_policy_ingestion_service.py,AirlinePolicyIngestionService@190,13,0,backend/routers/agency_airline_policy_library.py;backend/routers/platform_airline_policy_ingestion.py,airline_policy_approved_knowledge_records;airline_policy_extracted_communication_rules;airline_policy_extracted_emd_rules;airline_policy_extracted_exceptions;airline_policy_extracted_prices;airline_policy_extracted_rules;airline_policy_extraction_runs;airline_policy_review_corrections;airline_policy_sections;airline_policy_sources,collection(;Database,AirlinePolicyApprovedKnowledgeRecord;AirlinePolicyApprovedKnowledgeStatus;AirlinePolicyCandidateStatus;AirlinePolicyCommunicationType;AirlinePolicyCorrectionType;AirlinePolicyDirectConnecting;AirlinePolicyEmdType;AirlinePolicyExceptionType;AirlinePolicyExtractedCommunicationRule;AirlinePolicyExtractedEmdRule;AirlinePolicyExtractedException;AirlinePolicyExtractedPrice;AirlinePolicyExtractedRule;AirlinePolicyExtractionRun;AirlinePolicyExtractionStatus;AirlinePolicyGdsSystem;AirlinePolicyIngestionStatus;AirlinePolicyKnowledgeType;AirlinePolicyMandatoryOptional;AirlinePolicyPriceBasis;AirlinePolicyPriceType;AirlinePolicyRedactionStatus;AirlinePolicyReviewCorrection;AirlinePolicyReviewTargetType;AirlinePolicyRuleType;AirlinePolicyScope;AirlinePolicySection;AirlinePolicySectionCategory;AirlinePolicySource;AirlinePolicySourceType,provider,2,external markers are lexical and require manual interpretation
airline_recommendation_engine_service,backend/services/airline_recommendation_engine_service.py,AirlineRecommendationError@35;AirlineRecommendationService@39,14,0,backend/routers/agency_airline_recommendations.py;backend/routers/platform_airline_recommendations.py,agencies;airline_recommendations,collection(;Database,AirlineRecommendation;AirlineRecommendationCreate;AirlineRecommendationUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
airline_service_coverage_gap_service,backend/services/airline_service_coverage_gap_service.py,AirlineServiceCoverageGapError@217;payload_dict@221;AirlineServiceCoverageGapService@227,17,1,backend/routers/agency_airline_service_coverage.py;backend/routers/platform_airline_service_coverage.py,airline_capability_matrix;airline_coverage_assessments;airline_coverage_remediation_plans;airline_coverage_targets;airline_distribution_capabilities;airline_distribution_channels;airline_distribution_summaries;airline_evidence_assertions;airline_evidence_conflicts;airline_evidence_freshness_assessments;airline_evidence_sources;airline_knowledge_gaps;airline_knowledge_normalisations;airline_knowledge_publications;airline_policy_extracted_communication_rules;airline_recommendations;airline_service_coverage_cells;airline_service_coverage_profiles;audit_events;knowledge_population_toolkits;knowledge_quality_assurance_reviews;operational_rule_composer_rules;operational_scenario_tests;pilot_readiness_assessments;pilot_readiness_profiles;pricing_formula_builders;visual_policy_editor_cards,collection(;Database,AirlineCoverageAssessment;AirlineCoverageRemediationPlan;AirlineCoverageTarget;AirlineKnowledgeGap;AirlineServiceCoverageCell;AirlineServiceCoverageProfile;AuditEvent;KnowledgePopulationToolkitUpdate;new_id,provider,2,external markers are lexical and require manual interpretation
ancillary_pricing_service,backend/services/ancillary_pricing_service.py,normalize_taxonomy_code@64;normalize_airline_code@69;normalize_currency@74;enum_value@79;payload_dict@83;clean_updates@89;visible_scoped@93;active_status@99;resource_spec@104;AncillaryPricingService@110,7,9,backend/routers/agency_ancillary_pricing.py;backend/routers/platform_ancillary_pricing.py,airline_ancillary_price_components;airline_ancillary_pricing_applicability;airline_ancillary_pricing_matrices;airline_ancillary_pricing_matrix_rows;airline_ancillary_pricing_rules;airline_service_exception_rules;airline_service_price_quote_results;airline_service_price_quote_scenarios;policy_candidate_pricing_links,collection(;Database;visible_scoped,AirlineAncillaryPriceComponent;AirlineAncillaryPricingApplicability;AirlineAncillaryPricingMatrix;AirlineAncillaryPricingMatrixRow;AirlineAncillaryPricingRule;AirlineServiceExceptionOutcome;AirlineServiceExceptionRule;AirlineServicePriceQuoteEvaluationStatus;AirlineServicePriceQuoteResult;AirlineServicePriceQuoteScenario;AncillaryAmountType;AncillaryApplicabilityAppliesAs;AncillaryApplicabilityOperator;AncillaryAppliesPer;AncillaryPricingScope;AncillaryPricingStatus;PolicyCandidatePricingLink;ServiceMechanicsSeverity,provider,2,external markers are lexical and require manual interpretation
authentication_security_service,backend/services/authentication_security_service.py,as_utc@16;LoginAttemptState@32;TokenValidationResult@41;login_attempt_state@50;failure_backoff_seconds@70;record_login_failure@78;clear_login_failures@109;token_refresh_metadata@122;validate_auth_token@139,0,7,backend/routers/auth.py,auth_identities;auth_sessions,collection(;Database,now_utc,,1,external markers are lexical and require manual interpretation
blueprint_adoption_service,backend/services/blueprint_adoption_service.py,get_blueprint_adoption_map@1127;get_blueprint_route_policy@1137;get_blueprint_gap_summary@1141;get_next_phase_recommendations@1457,0,4,backend/routers/platform_blueprint.py,,,,provider,1,external markers are lexical and require manual interpretation
booking_import_service,backend/services/booking_import_service.py,BookingImportError@26;BookingImportService@48,5,0,backend/routers/agency_booking_imports.py,booking_import_drafts,collection(;Database,BookingImportContext;BookingImportDraft;BookingImportDraftCreate;BookingImportDraftImportRequest;BookingImportDraftSourceType;BookingImportParserStatus;BookingSourceContext;EmdSourceContext;ManualBookingWorkspaceCreate;ManualEmdCreate;ManualTicketCreate;TicketSourceContext,provider,1,external markers are lexical and require manual interpretation
booking_workspace_service,backend/services/booking_workspace_service.py,BookingWorkspaceError@54;BookingWorkspaceService@141,23,0,backend/routers/agency_booking_workspaces.py;backend/routers/platform_booking_workspaces.py,agencies;booking_readiness_packages;booking_records;booking_timeline_events;booking_workspaces;offer_acceptances;offer_workspaces;operational_travel_workspaces;trip_accepted_offer_snapshots;trip_dossiers;trip_timeline_events,collection(;Database,BookingCreateFromReadinessRequest;BookingProviderTarget;BookingReadinessStatus;BookingRecord;BookingRecordProviderStatus;BookingRecordStatus;BookingRecordUpdate;BookingSourceContext;BookingTimelineEvent;BookingWorkspace;BookingWorkspaceMetadataCreate;BookingWorkspaceMetadataUpdate;BookingWorkspaceStatus;ManualBookingWorkspaceCreate;TripTimelineEvent;new_id,provider,2,external markers are lexical and require manual interpretation
