record_kind,path,route_pattern,registration_kind,page_component,source_file,line,page_file,layout,role_or_surface,module_catalog_label,module_catalog_file,navigation,api_client_calls,backend_support,notes
page,/platform/document-workspaces,,page_module,PlatformDocumentWorkspacesPage,frontend/src/pages/platform/DocumentWorkspacesPage.jsx,1,frontend/src/pages/platform/DocumentWorkspacesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/document-workspaces${query},matched_static_backend_shape,registered_in_app
page,/platform/documents;/platform/document-templates,,page_module,PlatformDocumentTemplatesPage,frontend/src/pages/platform/PlatformDocumentTemplatesPage.jsx,1,frontend/src/pages/platform/PlatformDocumentTemplatesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/documents/templates;/api/platform/documents/templates/seed-defaults;/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/emd-workspaces,,page_module,PlatformEmdWorkspacesPage,frontend/src/pages/platform/EmdWorkspacesPage.jsx,1,frontend/src/pages/platform/EmdWorkspacesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/emd-workspaces${query},matched_static_backend_shape,registered_in_app
page,/platform/fare-brand-intelligence,,page_module,PlatformFareBrandIntelligencePage,frontend/src/pages/platform/FareBrandIntelligencePage.jsx,1,frontend/src/pages/platform/FareBrandIntelligencePage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/fare-brand-intelligence${query};/api/platform/fare-brand-intelligence/fare-families;/api/platform/summary,partial_static_match:2_matched:1_unresolved,registered_in_app
page,/platform/feature-bundle-assignments,,page_module,PlatformFeatureBundleAssignmentsPage,frontend/src/pages/platform/FeatureBundleAssignmentsPage.jsx,1,frontend/src/pages/platform/FeatureBundleAssignmentsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/agencies/${form.agency_id}/bundle-assignments;/api/platform/bundle-assignments/${item.assignment_id};/api/platform/feature-bundle-assignments;/api/platform/feature-flag-bundles,matched_static_backend_shape,registered_in_app
page,/platform/feature-bundle-dependencies,,page_module,PlatformFeatureBundleDependenciesPage,frontend/src/pages/platform/FeatureBundleDependenciesPage.jsx,1,frontend/src/pages/platform/FeatureBundleDependenciesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/feature-bundle-dependencies${query};/api/platform/feature-bundle-rollout-plans,matched_static_backend_shape,registered_in_app
page,/platform/feature-bundle-rollout-approvals,,page_module,PlatformFeatureBundleRolloutApprovalsPage,frontend/src/pages/platform/FeatureBundleRolloutApprovalsPage.jsx,1,frontend/src/pages/platform/FeatureBundleRolloutApprovalsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/feature-bundle-rollout-approvals;/api/platform/feature-bundle-rollout-approvals/${approval.approval_id};/api/platform/feature-bundle-rollout-approvals/${approval.approval_id}/notes;/api/platform/feature-bundle-rollout-plans,matched_static_backend_shape,registered_in_app
page,/platform/feature-bundle-rollout-change-requests,,page_module,PlatformFeatureBundleRolloutChangeRequestsPage,frontend/src/pages/platform/FeatureBundleRolloutChangeRequestsPage.jsx,1,frontend/src/pages/platform/FeatureBundleRolloutChangeRequestsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/feature-bundle-rollout-change-requests${query};/api/platform/feature-bundle-rollout-plans,matched_static_backend_shape,registered_in_app
page,/platform/feature-bundle-rollout-decisions,,page_module,PlatformFeatureBundleRolloutDecisionsPage,frontend/src/pages/platform/FeatureBundleRolloutDecisionsPage.jsx,1,frontend/src/pages/platform/FeatureBundleRolloutDecisionsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/feature-bundle-rollout-decisions${query};/api/platform/feature-bundle-rollout-plans,matched_static_backend_shape,registered_in_app
page,/platform/feature-bundle-rollout-issues,,page_module,PlatformFeatureBundleRolloutIssuesPage,frontend/src/pages/platform/FeatureBundleRolloutIssuesPage.jsx,1,frontend/src/pages/platform/FeatureBundleRolloutIssuesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/feature-bundle-rollout-issues${query};/api/platform/feature-bundle-rollout-plans,matched_static_backend_shape,registered_in_app
page,/platform/feature-bundle-rollout-plans,,page_module,PlatformFeatureBundleRolloutPlansPage,frontend/src/pages/platform/FeatureBundleRolloutPlansPage.jsx,1,frontend/src/pages/platform/FeatureBundleRolloutPlansPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/feature-bundle-assignments;/api/platform/feature-bundle-rollout-plans;/api/platform/feature-bundle-rollout-plans/${plan.rollout_plan_id};/api/platform/feature-bundle-rollout-readiness;/api/platform/feature-flag-bundles,matched_static_backend_shape,registered_in_app
page,/platform/feature-bundle-rollout-readiness,,page_module,PlatformFeatureBundleRolloutReadinessPage,frontend/src/pages/platform/FeatureBundleRolloutReadinessPage.jsx,1,frontend/src/pages/platform/FeatureBundleRolloutReadinessPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/feature-bundle-rollout-readiness;/api/platform/feature-bundle-rollout-readiness/defaults;/api/platform/feature-bundle-rollout-readiness/summary,matched_static_backend_shape,registered_in_app
page,/platform/feature-bundle-rollout-risks,,page_module,PlatformFeatureBundleRolloutRisksPage,frontend/src/pages/platform/FeatureBundleRolloutRisksPage.jsx,1,frontend/src/pages/platform/FeatureBundleRolloutRisksPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/feature-bundle-rollout-plans;/api/platform/feature-bundle-rollout-risks${query},matched_static_backend_shape,registered_in_app
page,/platform/feature-bundle-rollout-rollback-plans,,page_module,PlatformFeatureBundleRolloutRollbackPlansPage,frontend/src/pages/platform/FeatureBundleRolloutRollbackPlansPage.jsx,1,frontend/src/pages/platform/FeatureBundleRolloutRollbackPlansPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/feature-bundle-rollout-plans;/api/platform/feature-bundle-rollout-rollback-plans${query},matched_static_backend_shape,registered_in_app
page,/platform/feature-bundle-rollout-schedule,,page_module,PlatformFeatureBundleRolloutSchedulePage,frontend/src/pages/platform/FeatureBundleRolloutSchedulePage.jsx,1,frontend/src/pages/platform/FeatureBundleRolloutSchedulePage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/feature-bundle-rollout-plans;/api/platform/feature-bundle-rollout-schedule;/api/platform/feature-bundle-rollout-schedule/${schedule.schedule_id},matched_static_backend_shape,registered_in_app
page,/platform/feature-bundle-rollout-summary-packs,,page_module,PlatformFeatureBundleRolloutSummaryPacksPage,frontend/src/pages/platform/FeatureBundleRolloutSummaryPacksPage.jsx,1,frontend/src/pages/platform/FeatureBundleRolloutSummaryPacksPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/feature-bundle-rollout-plans;/api/platform/feature-bundle-rollout-summary-packs${query};/api/platform/feature-flag-bundles,matched_static_backend_shape,registered_in_app
page,/platform/feature-bundle-rollout-timeline,,page_module,PlatformFeatureBundleRolloutTimelinePage,frontend/src/pages/platform/FeatureBundleRolloutTimelinePage.jsx,1,frontend/src/pages/platform/FeatureBundleRolloutTimelinePage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/feature-bundle-rollout-plans;/api/platform/feature-bundle-rollout-timeline${query},matched_static_backend_shape,registered_in_app
page,/platform/feature-flag-audit,,page_module,PlatformFeatureFlagAuditPage,frontend/src/pages/platform/FeatureFlagAuditPage.jsx,1,frontend/src/pages/platform/FeatureFlagAuditPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/feature-flags,matched_static_backend_shape,registered_in_app
page,/platform/feature-flag-bundles,,page_module,PlatformFeatureFlagBundlesPage,frontend/src/pages/platform/FeatureFlagBundlesPage.jsx,1,frontend/src/pages/platform/FeatureFlagBundlesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/feature-flag-bundles,matched_static_backend_shape,registered_in_app
page,/platform/feature-flags,,page_module,PlatformFeatureFlagsPage,frontend/src/pages/platform/FeatureFlagsPage.jsx,1,frontend/src/pages/platform/FeatureFlagsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/feature-flags,matched_static_backend_shape,registered_in_app
page,/platform/flight-workspaces,,page_module,PlatformFlightWorkspacesPage,frontend/src/pages/platform/FlightWorkspacesPage.jsx,1,frontend/src/pages/platform/FlightWorkspacesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/flight-workspaces${query},matched_static_backend_shape,registered_in_app
page,/platform/gds-parser,,page_module,PlatformGdsParserPage,frontend/src/pages/platform/PlatformGdsParserPage.jsx,1,frontend/src/pages/platform/PlatformGdsParserPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/gds-parser/evaluations;/api/platform/gds-parser/profiles;/api/platform/gds-parser/profiles/${nextProfileId}/versions;/api/platform/gds-parser/profiles/${selectedProfileId}/versions;/api/platform/gds-parser/profiles/${selectedProfileId}/versions/${versionId}/activate;/api/platform/gds-parser/profiles/seed-defaults;/api/platform/gds-parser/training-samples;/api/platform/gds-parser/training-samples/${sampleId}/review;/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/intelligent-offer-builder,,page_module,PlatformIntelligentOfferBuilderPage,frontend/src/pages/platform/IntelligentOfferBuilderPage.jsx,1,frontend/src/pages/platform/IntelligentOfferBuilderPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/intelligent-offer-builder${query},matched_static_backend_shape,registered_in_app
page,/platform/interline-codeshare-intelligence,,page_module,PlatformInterlineCodeshareIntelligencePage,frontend/src/pages/platform/InterlineCodeshareIntelligencePage.jsx,1,frontend/src/pages/platform/InterlineCodeshareIntelligencePage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/interline-codeshare-intelligence${query};/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/journey-authoring,,page_module,PlatformJourneyAuthoringDiagnosticsPage,frontend/src/pages/platform/JourneyAuthoringDiagnosticsPage.jsx,1,frontend/src/pages/platform/JourneyAuthoringDiagnosticsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/journey-authoring,matched_static_backend_shape,registered_in_app
page,/platform/journey-comparison-presentations,,page_module,PlatformJourneyComparisonPresentationDiagnosticsPage,frontend/src/pages/platform/JourneyComparisonPresentationDiagnosticsPage.jsx,1,frontend/src/pages/platform/JourneyComparisonPresentationDiagnosticsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/journey-comparison-presentations,matched_static_backend_shape,registered_in_app
page,/platform/journey-engine,,page_module,PlatformJourneyEnginePage,frontend/src/pages/platform/JourneyEnginePage.jsx,1,frontend/src/pages/platform/JourneyEnginePage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/journey-engine${query},matched_static_backend_shape,registered_in_app
page,/platform/journey-option-compositions,,page_module,PlatformJourneyOptionCompositionDiagnosticsPage,frontend/src/pages/platform/JourneyOptionCompositionDiagnosticsPage.jsx,1,frontend/src/pages/platform/JourneyOptionCompositionDiagnosticsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/journey-option-compositions,matched_static_backend_shape,registered_in_app
page,/platform/knowledge-import-templates,,page_module,PlatformKnowledgeImportTemplatesPage,frontend/src/pages/platform/KnowledgeImportTemplatesPage.jsx,1,frontend/src/pages/platform/KnowledgeImportTemplatesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/knowledge-import-templates${query},matched_static_backend_shape,registered_in_app
page,/platform/knowledge-population-toolkit,,page_module,PlatformKnowledgePopulationToolkitPage,frontend/src/pages/platform/KnowledgePopulationToolkitPage.jsx,1,frontend/src/pages/platform/KnowledgePopulationToolkitPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/knowledge-population-toolkit${query},matched_static_backend_shape,registered_in_app
page,/platform/knowledge-publishing,,page_module,PlatformAirlineKnowledgePublishingPage,frontend/src/pages/platform/AirlineKnowledgePublishingPage.jsx,1,frontend/src/pages/platform/AirlineKnowledgePublishingPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/airline-knowledge-publishing${query},matched_static_backend_shape,registered_in_app
page,/platform/knowledge-quality-assurance,,page_module,PlatformKnowledgeQualityAssurancePage,frontend/src/pages/platform/KnowledgeQualityAssurancePage.jsx,1,frontend/src/pages/platform/KnowledgeQualityAssurancePage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/agencies;/api/auth/me;/api/platform/knowledge-quality-assurance${query},matched_static_backend_shape,registered_in_app
page,/platform/knowledge-versions,,page_module,PlatformAirlineKnowledgeVersionsPage,frontend/src/pages/platform/AirlineKnowledgeVersionsPage.jsx,1,frontend/src/pages/platform/AirlineKnowledgeVersionsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/platform/knowledge-versions${query};/api/platform/knowledge-versions/change-sets/${changeSetId};/api/platform/knowledge-versions/change-sets/${selectedId}/review;/api/platform/summary,matched_static_backend_shape,registered_in_app
page,/platform/offer-decision-explanations,,page_module,PlatformOfferDecisionExplanationsPage,frontend/src/pages/platform/OfferDecisionExplanationsPage.jsx,1,frontend/src/pages/platform/OfferDecisionExplanationsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/offer-decision-explanations,matched_static_backend_shape,registered_in_app
page,/platform/offer-decision-export-audit-reviews,,page_module,PlatformOfferDecisionExportAuditReviewsPage,frontend/src/pages/platform/OfferDecisionExportAuditReviewsPage.jsx,1,frontend/src/pages/platform/OfferDecisionExportAuditReviewsPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/offer-decision-export-audit-reviews,matched_static_backend_shape,registered_in_app
page,/platform/offer-decision-export-compliance,,page_module,PlatformOfferDecisionExportCompliancePage,frontend/src/pages/platform/OfferDecisionExportCompliancePage.jsx,1,frontend/src/pages/platform/OfferDecisionExportCompliancePage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/offer-decision-export-compliance,matched_static_backend_shape,registered_in_app
page,/platform/offer-decision-export-deliveries,,page_module,PlatformOfferDecisionExportDeliveriesPage,frontend/src/pages/platform/OfferDecisionExportDeliveriesPage.jsx,1,frontend/src/pages/platform/OfferDecisionExportDeliveriesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/offer-decision-export-deliveries,matched_static_backend_shape,registered_in_app
page,/platform/offer-decision-export-delivery-outcomes,,page_module,PlatformOfferDecisionExportDeliveryOutcomesPage,frontend/src/pages/platform/OfferDecisionExportDeliveryOutcomesPage.jsx,1,frontend/src/pages/platform/OfferDecisionExportDeliveryOutcomesPage.jsx,PlatformLayout;ProtectedRoute,platform,,,,/api/auth/me;/api/platform/offer-decision-export-delivery-outcomes,matched_static_backend_shape,registered_in_app
